"year","price","adjust"
1566,"Agnes of God","Manual"
1567,"Air Force One","Manual"
1568,"Airplane","Manual"
1569,"Airplane","Manual"
1570,"Airplane 2: The Sequel","Manual"
1571,"Aladdin","Manual"
1572,"Ali","Manual"
1573,"Ali","Manual"
1574,"Alien","Manual"
1575,"Alien","Manual"
1576,"Alien","Manual"
1577,"Alien","Manual"
1578,"Alien","Manual"
1579,"Alien 3","Manual"
1580,"Alien 3","Manual"
1581,"Alien 3","Manual"
1582,"Alien 3","Manual"
1583,"Alien 3","Manual"
1584,"Alien 3","Manual"
1585,"Alien 3","Manual"
1586,"Alien 3","Manual"
1587,"Alien 3","Manual"
1588,"Alien 3","Manual"
1589,"Alien 3","Manual"
1590,"Alien Nation","Manual"
1591,"Alien Nation","Manual"
1592,"Alien vs. Predator","Manual"
1593,"Alien vs. Predator","Manual"
1594,"Alien vs. Predator","Manual"
1595,"Alien vs. Predator","Manual"
1596,"Alien: Resurrection","Manual"
1597,"Aliens","Manual"
1598,"Aliens","Manual"
1599,"Aliens","Manual"
1600,"All About Eve","Manual"
1601,"All About Eve","Manual"
1602,"All About Eve","Manual"
1603,"All About Steve","Manual"
1605,"All the President's Men","Manual"
1606,"Almost Famous","Manual"
1607,"Almost Famous","Manual"
1608,"Almost Famous","Manual"
1609,"Alone in the Dark","Manual"
1610,"Amadeus","Manual"
1611,"Amadeus","Manual"
1612,"Amadeus","Manual"
1613,"Amelia","Manual"
1614,"Amelia","Manual"
1615,"American Beauty","Manual"
1616,"American Beauty","Manual"
1617,"American Beauty","Manual"
1618,"American Beauty","Manual"
1619,"American Beauty","Manual"
1620,"American Gangster","Manual"
1621,"American Gangster","Manual"
1622,"American Gangster","Manual"
1623,"American Graffiti","Manual"
1624,"American Graffiti","Manual"
1625,"American Graffiti","Manual"
1626,"American History X","Manual"
1627,"American History X","Manual"
1628,"American Hustle","Manual"
1629,"American Hustle","Manual"
1630,"American Hustle","Manual"
1631,"American Madness","Manual"
1632,"American Madness","Manual"
1633,"American Outlaws","Manual"
1634,"American Outlaws","Manual"
1635,"American Pie","Manual"
1636,"American Pie","Manual"
1637,"The American President","Manual"
1638,"The American President","Manual"
1639,"American Psycho","Manual"
1640,"American Psycho","Manual"
1641,"American Psycho","Manual"
1642,"American Shaolin: King of Kickboxers II","Manual"
1643,"American Splendor","Manual"
1644,"American Splendor","Manual"
1645,"American Werewolf in London","Manual"
1646,"The American","Manual"
1647,"The Amityville Asylum","Manual"
1648,"Amour","Manual"
1649,"Amour","Manual"
1650,"An Education","Manual"
1651,"Analyze That","Manual"
1652,"Analyze This","Manual"
1653,"Anastasia","Manual"
1654,"Anastasia","Manual"
1655,"Angel Eyes","Manual"
1656,"Angel Eyes","Manual"
1657,"Angels & Demons","Manual"
1658,"Angels & Demons","Manual"
1659,"Anna Karenina","Manual"
1660,"Anna Karenina","Manual"
1661,"Annie Hall","Manual"
1662,"Annie Hall","Manual"
1663,"Annie Hall","Manual"
1664,"Annie Hall","Manual"
1665,"The Anniversary Party","Manual"
1666,"The Anniversary Party","Manual"
1667,"Anonymous","Manual"
1668,"Anonymous","Manual"
1669,"Antitrust","Manual"
1670,"Antitrust","Manual"
1671,"Antz","Manual"
1672,"Antz","Manual"
1673,"The Apartment","Manual"
1674,"The Apartment","Manual"
1675,"The Apartment","Manual"
1676,"Apocalypse Now","Manual"
1677,"Apocalypse Now","Manual"
1678,"Apocalypse Now","Manual"
1679,"Apocalypse Now","Manual"
1680,"Apollo 13","Manual"
1682,"Apt Pupil","Manual"
1683,"Apt Pupil","Manual"
1684,"Arbitrage","Manual"
1685,"Arcade","Manual"
1686,"Arcade","Manual"
1687,"Arcade","Manual"
1688,"Arctic Blue","Manual"
1689,"Arctic Blue","Manual"
1690,"Arctic Blue","Manual"
1691,"Argo","Manual"
1692,"Argo","Manual"
1693,"Armageddon","Manual"
1694,"Armageddon","Manual"
1695,"Armageddon","Manual"
1696,"Army of Darkness","Manual"
1697,"Army of Darkness","Manual"
1698,"Army of Darkness","Manual"
1699,"Arsenic and Old Lace","Manual"
1700,"Arthur","Manual"
1701,"The Artist","Manual"
1702,"As Good As It Gets","Manual"
1703,"As Good As It Gets","Manual"
1704,"As Good As It Gets","Manual"
1705,"Assassins","Manual"
1706,"Assassins","Manual"
1707,"Assassins","Manual"
1708,"The Assignment","Manual"
1709,"The Assignment","Manual"
1710,"At First Sight","Manual"
1711,"At First Sight","Manual"
1712,"August: Osage County","Manual"
1713,"August: Osage County","Manual"
1714,"Austin Powers - International Man of Mystery","Manual"
1715,"Austin Powers - The Spy Who Shagged Me","Manual"
1716,"Authors Anonymous","Manual"
1717,"Autumn in New York","Manual"
1718,"Avatar","Manual"
1719,"Avatar","Manual"
1720,"Avatar","Manual"
1721,"The Avengers","Manual"
1722,"The Avengers","Manual"
1723,"The Avengers","Manual"
1724,"Avventura, L' (The Adventure)","Manual"
1725,"Awakenings","Manual"
1726,"Awakenings","Manual"
1727,"Babel","Manual"
1728,"Babel","Manual"
1729,"Bachelor Party","Manual"
1730,"Bachelor Party","Manual"
1731,"The Bachelor Party","Manual"
1732,"Back to the Future","Manual"
1733,"Back to the Future II & III","Manual"
1734,"The Back-up Plan","Manual"
1735,"Backdraft","Manual"
1736,"Backdraft","Manual"
1737,"Bad Boys","Manual"
1738,"Bad Boys","Manual"
1739,"Bad Country","Manual"
1740,"Bad Day at Black Rock","Manual"
1741,"Bad Dreams","Manual"
1742,"Bad Lieutenant","Manual"
1743,"Bad Lieutenant","Manual"
1744,"Bad Santa","Manual"
1745,"Bad Santa","Manual"
1746,"Bad Teacher","Manual"
1747,"Badlands","Manual"
1748,"Badlands","Manual"
1749,"Bamboozled","Manual"
1750,"Bamboozled","Manual"
1751,"Barry Lyndon","Manual"
1752,"Barry Lyndon","Manual"
1753,"Barton Fink","Manual"
1754,"Barton Fink","Manual"
1755,"Barton Fink","Manual"
1756,"Barton Fink","Manual"
1757,"Barton Fink","Manual"
1758,"Basic","Manual"
1759,"Basic","Manual"
1760,"Basic Instinct","Manual"
1761,"Basic Instinct","Manual"
1762,"Basquiat","Manual"
1763,"Basquiat","Manual"
1764,"Basquiat","Manual"
1765,"Batman","Manual"
1766,"Batman","Manual"
1767,"Batman","Manual"
1768,"Batman","Manual"
1769,"Batman","Manual"
1770,"Batman 2","Manual"
1771,"Batman and Robin","Manual"
1772,"Batman and Robin","Manual"
1773,"Batman Begins","Manual"
1774,"Batman Begins","Manual"
1775,"Batman Forever","Manual"
1776,"Batman Forever","Manual"
1777,"Batman Returns","Manual"
1778,"Batman Returns","Manual"
1779,"Batman Returns","Manual"
1780,"The Battle of Algiers","Manual"
1781,"The Battle of Algiers","Manual"
1782,"The Battle of Shaker Heights","Manual"
1783,"The Battle of Shaker Heights","Manual"
1784,"Battle: Los Angeles","Manual"
1785,"The Beach","Manual"
1786,"The Beach","Manual"
1787,"The Beach","Manual"
1788,"The Beach","Manual"
1789,"Bean","Manual"
1790,"Bean","Manual"
1791,"Bean","Manual"
1792,"Beasts of the Southern Wild","Manual"
1793,"Beasts of the Southern Wild","Manual"
1794,"Beavis and Butt-head Do America","Manual"
1795,"Beavis and Butt-head Do America","Manual"
1796,"Beginners","Manual"
1797,"Beginners","Manual"
1798,"Being Human","Manual"
1799,"Being Human","Manual"
1800,"Being John Malkovich","Manual"
1801,"Being John Malkovich","Manual"
1802,"Being There","Manual"
1803,"Being There","Manual"
1804,"Being There","Manual"
1805,"The Believer","Manual"
1806,"The Believer","Manual"
1807,"Beloved","Manual"
1808,"Beloved","Manual"
1809,"Benny & Joon","Manual"
1810,"The Best Exotic Marigold Hotel","Manual"
1811,"Big","Manual"
1812,"Big","Manual"
1813,"Big","Manual"
1814,"Big","Manual"
1815,"The Big Blue","Manual"
1816,"The Big Blue","Manual"
1817,"Big Fish","Manual"
1818,"Big Fish","Manual"
1819,"Big Fish","Manual"
1820,"The Big Lebowski","Manual"
1821,"The Big Lebowski","Manual"
1822,"The Big Lebowski","Manual"
1823,"The Big Lebowski","Manual"
1824,"The Big White","Manual"
1825,"The Big White","Manual"
1826,"The Birds","Manual"
1827,"The Birds","Manual"
1828,"The Birds","Manual"
1829,"The Birds","Manual"
1830,"The Birds","Manual"
1831,"Birthday Girl","Manual"
1832,"Birthday Girl","Manual"
1833,"The Black Dahlia","Manual"
1834,"The Black Dahlia","Manual"
1835,"The Black Dahlia","Manual"
1836,"Black Rain","Manual"
1837,"Black Rain","Manual"
1838,"Black Snake Moan","Manual"
1839,"Black Snake Moan","Manual"
1840,"Black Snake Moan","Manual"
1841,"Black Swan","Manual"
1842,"Black Swan","Manual"
1843,"Blade","Manual"
1844,"Blade","Manual"
1845,"Blade","Manual"
1846,"Blade II","Manual"
1847,"Blade II","Manual"
1848,"Blade II","Manual"
1849,"Blade Runner","Manual"
1850,"Blade Runner","Manual"
1851,"Blade Runner","Manual"
1852,"Blade: Trinity","Manual"
1853,"The Blast from the Past","Manual"
1854,"The Blast from the Past","Manual"
1855,"The Blind Side","Manual"
1856,"The Bling Ring","Manual"
1857,"The Bling Ring","Manual"
1858,"Blood and Wine","Manual"
1859,"Blood Simple","Manual"
1860,"Blood Simple","Manual"
1861,"Blood Simple","Manual"
1862,"Blood Simple","Manual"
1863,"Blow","Manual"
1864,"Blow","Manual"
1865,"Blue Valentine","Manual"
1866,"Blue Velvet","Manual"
1867,"Blue Velvet","Manual"
1868,"The Blues Brothers","Manual"
1869,"The Blues Brothers","Manual"
1870,"Bodies, Rest & Motion","Manual"
1871,"Bodies, Rest & Motion","Manual"
1872,"Body Heat","Manual"
1873,"Body Heat","Manual"
1874,"Body of Evidence","Manual"
1875,"Body of Evidence","Manual"
1876,"Body of Evidence","Manual"
1877,"Bodyguard","Manual"
1878,"Bones","Manual"
1879,"Bones","Manual"
1880,"Bonfire of the Vanities","Manual"
1881,"Bonfire of the Vanities","Manual"
1882,"Bonnie and Clyde","Manual"
1883,"Bonnie and Clyde","Manual"
1884,"Boogie Nights","Manual"
1885,"Boogie Nights","Manual"
1886,"The Book of Eli","Manual"
1887,"The Book of Eli","Manual"
1888,"The Book of Eli","Manual"
1889,"Boondock Saints 2: All Saints Day","Manual"
1890,"The Boondock Saints","Manual"
1891,"The Boondock Saints","Manual"
1892,"The Boondock Saints","Manual"
1893,"Bottle Rocket","Manual"
1894,"Bottle Rocket","Manual"
1895,"Bound","Manual"
1896,"Bound","Manual"
1897,"Bound","Manual"
1898,"Bound","Manual"
1899,"The Bounty Hunter","Manual"
1900,"The Bounty Hunter","Manual"
1901,"The Bourne Identity","Manual"
1902,"The Bourne Identity","Manual"
1903,"The Bourne Identity","Manual"
1904,"The Bourne Supremacy","Manual"
1905,"The Bourne Supremacy","Manual"
1906,"The Bourne Supremacy","Manual"
1907,"The Bourne Ultimatum","Manual"
1908,"The Bourne Ultimatum","Manual"
1909,"The Box","Manual"
1910,"The Box","Manual"
1911,"Braveheart","Manual"
1912,"Braveheart","Manual"
1913,"Brazil","Manual"
1914,"Brazil","Manual"
1915,"Break","Manual"
1916,"Break","Manual"
1917,"Breakdown","Manual"
1918,"Breakdown","Manual"
1919,"The Breakfast Club","Manual"
1920,"The Breakfast Club","Manual"
1921,"Breaking Away","Manual"
1922,"Brick","Manual"
1923,"Brick","Manual"
1924,"Bridesmaids","Manual"
1925,"Bridesmaids","Manual"
1926,"Bringing Out the Dead","Manual"
1927,"Bringing Out the Dead","Manual"
1928,"Broadcast News","Manual"
1929,"Broadcast News","Manual"
1930,"Broadcast News","Manual"
1931,"Broken Arrow","Manual"
1932,"Broken Arrow","Manual"
1933,"Broken Embraces","Manual"
1934,"The Brothers Bloom","Manual"
1935,"The Brothers Bloom","Manual"
1936,"Bruce Almighty","Manual"
1937,"Bruce Almighty","Manual"
1938,"Buffy the Vampire Slayer","Manual"
1939,"Buffy the Vampire Slayer","Manual"
1940,"Bull Durham","Manual"
1941,"Bull Durham","Manual"
1942,"Bull Durham","Manual"
1943,"Buried","Manual"
1944,"Buried","Manual"
1945,"Burlesque","Manual"
1946,"Burn After Reading","Manual"
1947,"Burn After Reading","Manual"
1948,"Burning Annie","Manual"
1949,"The Butterfly Effect","Manual"
1950,"The Butterfly Effect","Manual"
1951,"The Butterfly Effect","Manual"
1952,"Cable Guy","Manual"
1953,"Candle to Water","Manual"
1954,"Capote","Manual"
1955,"Capote","Manual"
1956,"Carrie","Manual"
1957,"Cars 2","Manual"
1958,"Cars 2","Manual"
1959,"Casablanca","Manual"
1960,"Casablanca","Manual"
1961,"Casablanca","Manual"
1962,"Case 39","Manual"
1963,"Casino","Manual"
1964,"Casino","Manual"
1965,"Casino","Manual"
1966,"Cast Away","Manual"
1967,"Cast Away","Manual"
1968,"Catch Me If You Can","Manual"
1969,"Catch Me If You Can","Manual"
1970,"Catwoman","Manual"
1971,"Catwoman","Manual"
1972,"Catwoman","Manual"
1973,"Cecil B. Demented","Manual"
1974,"Cedar Rapids","Manual"
1975,"Celeste & Jesse Forever","Manual"
1976,"The Cell","Manual"
1977,"The Cell","Manual"
1978,"Cellular","Manual"
1979,"Cellular","Manual"
1980,"Cellular","Manual"
1981,"The Change-Up","Manual"
1982,"Changeling","Manual"
1983,"Changeling","Manual"
1984,"Changeling","Manual"
1985,"Chaos","Manual"
1986,"Chaos","Manual"
1989,"Charlie's Angels","Manual"
1990,"Charlie's Angels","Manual"
1991,"Chasing Amy","Manual"
1992,"Chasing Amy","Manual"
1993,"Chasing Sleep","Manual"
1994,"Chasing Sleep","Manual"
1995,"Cherry Falls","Manual"
1996,"Cherry Falls","Manual"
1997,"Cherry Falls","Manual"
1998,"Chinatown","Manual"
1999,"Chinatown","Manual"
2000,"Chinatown","Manual"
2001,"Chinatown","Manual"
2002,"Christ Complex","Manual"
2003,"Chronicle","Manual"
2004,"Chronicle","Manual"
2005,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Manual"
2006,"The Cider House Rules","Manual"
2007,"The Cider House Rules","Manual"
2008,"The Cider House Rules","Manual"
2009,"The Cincinnati Kid","Manual"
2010,"The Cincinnati Kid","Manual"
2011,"Cinema Paradiso","Manual"
2012,"Cinema Paradiso","Manual"
2014,"Citizen Kane","Manual"
2015,"Citizen Kane","Manual"
2016,"Citizen Kane","Manual"
2017,"City of Joy","Manual"
2018,"City of Joy","Manual"
2019,"Clash of the Titans","Manual"
2020,"Clerks","Manual"
2021,"Clerks","Manual"
2022,"Clerks","Manual"
2023,"Clerks","Manual"
2024,"Cliffhanger","Manual"
2025,"Cliffhanger","Manual"
2026,"Cliffhanger","Manual"
2027,"Cliffhanger","Manual"
2028,"Clockwork Orange, A","Manual"
2029,"Clueless","Manual"
2030,"Cobb","Manual"
2031,"Cobb","Manual"
2032,"Code of Silence","Manual"
2033,"Cold Mountain","Manual"
2034,"Cold Mountain","Manual"
2035,"Collateral","Manual"
2036,"Collateral","Manual"
2037,"Collateral","Manual"
2038,"Collateral","Manual"
2039,"Collateral Damage","Manual"
2040,"Collateral Damage","Manual"
2041,"Colombiana","Manual"
2042,"Color of Night","Manual"
2043,"Commando","Manual"
2044,"Commando","Manual"
2045,"Commando","Manual"
2046,"Conan the Barbarian","Manual"
2047,"Confessions of a Dangerous Mind","Manual"
2048,"Confessions of a Dangerous Mind","Manual"
2049,"Confidence","Manual"
2050,"Confidence","Manual"
2051,"Constantine","Manual"
2052,"Contact","Manual"
2053,"Contact","Manual"
2054,"The Cooler","Manual"
2055,"The Cooler","Manual"
2056,"Copycat","Manual"
2057,"Copycat","Manual"
2058,"Coraline","Manual"
2059,"Coriolanus","Manual"
2060,"Coriolanus","Manual"
2061,"Courage Under Fire","Manual"
2062,"Courage Under Fire","Manual"
2063,"Cowboys & Aliens","Manual"
2064,"Cradle 2 the Grave","Manual"
2065,"Crank","Manual"
2066,"Crank","Manual"
2067,"Crash","Manual"
2068,"Crash","Manual"
2069,"Crash","Manual"
2070,"Crash","Manual"
2071,"Crash","Manual"
2072,"Crash","Manual"
2073,"Crazy, Stupid, Love","Manual"
2074,"Crazylove","Manual"
2075,"Creation","Manual"
2076,"Crime Spree","Manual"
2077,"Crime Spree","Manual"
2078,"Crime Spree","Manual"
2079,"The Croods","Manual"
2080,"The Croods","Manual"
2083,"Croupier","Manual"
2084,"Croupier","Manual"
2085,"The Crow Salvation","Manual"
2086,"The Crow Salvation","Manual"
2087,"The Crow","Manual"
2088,"The Crow","Manual"
2089,"The Crow: City of Angels","Manual"
2090,"The Crow: City of Angels","Manual"
2091,"Cruel Intentions","Manual"
2092,"Cruel Intentions","Manual"
2093,"Crying Game","Manual"
2094,"Crying Game","Manual"
2095,"Cube","Manual"
2096,"The Curious Case of Benjamin Button","Manual"
2097,"The Curious Case of Benjamin Button","Manual"
2098,"Custody","Manual"
2099,"The Damned United","Manual"
2100,"Dances with Wolves","Manual"
2101,"Dark City","Manual"
2102,"Dark City","Manual"
2103,"The Dark Knight Rises","Manual"
2104,"The Dark Knight Rises","Manual"
2105,"The Dark Knight Rises","Manual"
2106,"The Dark Knight","Manual"
2107,"The Dark Knight","Manual"
2108,"Dark Star","Manual"
2109,"Dark Star","Manual"
2110,"Darkman","Manual"
2111,"Darkman","Manual"
2112,"Date Night","Manual"
2113,"Date Night","Manual"
2114,"Dave Barry's Complete Guide to Guys","Manual"
2115,"Dave Barry's Complete Guide to Guys","Manual"
2116,"Dave Barry's Complete Guide to Guys","Manual"
2117,"Dawn of the Dead","Manual"
2118,"Day of the Dead","Manual"
2119,"Day of the Dead","Manual"
2120,"The Day the Clown Cried","Manual"
2121,"The Day the Clown Cried","Manual"
2122,"The Day the Clown Cried","Manual"
2123,"The Day the Earth Stood Still","Manual"
2124,"Days of Heaven","Manual"
2125,"Days of Heaven","Manual"
2126,"Dead Poets Society","Manual"
2127,"Dead Poets Society","Manual"
2128,"Dead Poets Society","Manual"
2129,"Dead Poets Society","Manual"
2130,"Death at a Funeral","Manual"
2131,"Death to Smoochy","Manual"
2132,"Death to Smoochy","Manual"
2133,"The Debt","Manual"
2134,"The Debt","Manual"
2135,"Deception","Manual"
2136,"Deep Cover","Manual"
2137,"Deep Cover","Manual"
2138,"Deep Rising","Manual"
2139,"Deep Rising","Manual"
2140,"The Deer Hunter","Manual"
2141,"The Deer Hunter","Manual"
2142,"Defiance","Manual"
2143,"Defiance","Manual"
2144,"The Departed","Manual"
2145,"The Departed","Manual"
2146,"The Descendants","Manual"
2147,"The Descendants","Manual"
2148,"Despicable Me 2","Manual"
2149,"Despicable Me 2","Manual"
2150,"Detroit Rock City","Manual"
2151,"Detroit Rock City","Manual"
2152,"Devil in a Blue Dress","Manual"
2153,"Devil's Advocate","Manual"
2154,"Die Hard","Manual"
2155,"Die Hard","Manual"
2156,"Die Hard 2","Manual"
2157,"Die Hard 2","Manual"
2158,"Diner","Manual"
2159,"Diner","Manual"
2160,"The Distinguished Gentleman","Manual"
2161,"The Distinguished Gentleman","Manual"
2162,"Disturbia","Manual"
2163,"Disturbia","Manual"
2164,"Django Unchained","Manual"
2165,"Django Unchained","Manual"
2166,"Do The Right Thing","Manual"
2167,"Do The Right Thing","Manual"
2168,"Dog Day Afternoon","Manual"
2169,"Dog Day Afternoon","Manual"
2170,"Dog Day Afternoon","Manual"
2171,"Dog Day Afternoon","Manual"
2172,"Dogma","Manual"
2173,"Dogma","Manual"
2174,"Donnie Brasco","Manual"
2175,"Donnie Brasco","Manual"
2176,"Donnie Darko","Manual"
2177,"Donnie Darko","Manual"
2178,"The Doors","Manual"
2179,"The Doors","Manual"
2180,"Double Indemnity","Manual"
2181,"Double Indemnity","Manual"
2182,"Drag Me to Hell","Manual"
2183,"Dragonslayer","Manual"
2184,"Drive","Manual"
2185,"Drive","Manual"
2186,"Drive Angry","Manual"
2187,"Drive Angry","Manual"
2188,"Drop Dead Gorgeous","Manual"
2189,"Drop Dead Gorgeous","Manual"
2190,"Dry White Season, A","Manual"
2191,"Duck Soup","Manual"
2192,"Duck Soup","Manual"
2193,"Dumb and Dumber","Manual"
2194,"Dumb and Dumber","Manual"
2195,"Dune","Manual"
2196,"Dune","Manual"
2197,"E.T.","Manual"
2198,"Eagle Eye","Manual"
2199,"Eagle Eye","Manual"
2200,"Eastern Promises","Manual"
2201,"Eastern Promises","Manual"
2202,"Easy A","Manual"
2203,"Easy A","Manual"
2204,"Ed TV","Manual"
2205,"Ed TV","Manual"
2206,"Ed Wood","Manual"
2207,"Ed Wood","Manual"
2208,"Edward Scissorhands","Manual"
2209,"Edward Scissorhands","Manual"
2210,"Eight Legged Freaks","Manual"
2211,"El Mariachi","Manual"
2212,"El Mariachi","Manual"
2213,"El Mariachi","Manual"
2214,"Election","Manual"
2215,"Election","Manual"
2216,"The Elephant Man","Manual"
2217,"The Elephant Man","Manual"
2218,"The Elephant Man","Manual"
2219,"The Elephant Man","Manual"
2220,"Elizabeth: The Golden Age","Manual"
2221,"Elizabeth: The Golden Age","Manual"
2222,"Enemy of the State","Manual"
2223,"Enemy of the State","Manual"
2224,"The English Patient","Manual"
2225,"The English Patient","Manual"
2226,"Enough","Manual"
2227,"Entrapment","Manual"
2228,"Entrapment","Manual"
2229,"Entrapment","Manual"
2230,"Entrapment","Manual"
2231,"Equilibrium","Manual"
2232,"Equilibrium","Manual"
2233,"Erik the Viking","Manual"
2234,"Erik the Viking","Manual"
2235,"Erin Brockovich","Manual"
2236,"Erin Brockovich","Manual"
2237,"Erin Brockovich","Manual"
2238,"Escape From L.A.","Manual"
2239,"Escape From New York","Manual"
2240,"Eternal Sunshine of the Spotless Mind","Manual"
2241,"Eternal Sunshine of the Spotless Mind","Manual"
2242,"Eternal Sunshine of the Spotless Mind","Manual"
2243,"Even Cowgirls Get the Blues","Manual"
2244,"Event Horizon","Manual"
2245,"Event Horizon","Manual"
2246,"Evil Dead","Manual"
2247,"Evil Dead II: Dead by Dawn","Manual"
2251,"Executive Decision","Manual"
2252,"Executive Decision","Manual"
2253,"eXistenZ","Manual"
2254,"Extract","Manual"
2255,"Extract","Manual"
2256,"Eyes Wide Shut","Manual"
2257,"Eyes Wide Shut","Manual"
2258,"The Fabulous Baker Boys","Manual"
2259,"The Fabulous Baker Boys","Manual"
2260,"The Fabulous Baker Boys","Manual"
2261,"Face Off","Manual"
2262,"Fair Game","Manual"
2263,"The Family Man","Manual"
2264,"The Family Man","Manual"
2265,"Fantastic Four","Manual"
2266,"Fantastic Mr Fox","Manual"
2267,"Fargo","Manual"
2268,"Fargo","Manual"
2269,"Fargo","Manual"
2270,"Fargo","Manual"
2271,"Fast Times at Ridgemont High","Manual"
2272,"Fast Times at Ridgemont High","Manual"
2273,"Fatal Instinct","Manual"
2274,"Fatal Instinct","Manual"
2275,"The Fault in Our Stars","Manual"
2276,"Fear and Loathing in Las Vegas","Manual"
2277,"Fear and Loathing in Las Vegas","Manual"
2278,"Fear and Loathing in Las Vegas","Manual"
2279,"Feast","Manual"
2282,"Field of Dreams","Manual"
2283,"Field of Dreams","Manual"
2284,"The Fifth Element","Manual"
2285,"The Fifth Element","Manual"
2286,"Fight Club","Manual"
2287,"Fight Club","Manual"
2288,"Fight Club","Manual"
2289,"The Fighter","Manual"
2290,"Final Destination","Manual"
2291,"Final Destination","Manual"
2292,"Final Destination","Manual"
2293,"Final Destination 2","Manual"
2294,"Final Destination 2","Manual"
2295,"Final Destination 2","Manual"
2296,"Finding Nemo","Manual"
2297,"Five Easy Pieces","Manual"
2298,"Five Easy Pieces","Manual"
2299,"Flash Gordon","Manual"
2300,"Fletch","Manual"
2301,"Fletch","Manual"
2302,"Fletch","Manual"
2303,"Flight","Manual"
2304,"Flight","Manual"
2305,"The Flintstones","Manual"
2306,"The Flintstones","Manual"
2307,"Forrest Gump","Manual"
2308,"Forrest Gump","Manual"
2309,"Four Feathers","Manual"
2310,"Four Feathers","Manual"
2311,"Four Rooms","Manual"
2312,"Four Rooms","Manual"
2313,"Foxcatcher","Manual"
2314,"Fracture","Manual"
2315,"Fracture","Manual"
2316,"Frances","Manual"
2317,"Frances","Manual"
2318,"Frankenstein","Manual"
2319,"Frankenstein","Manual"
2320,"Freaked","Manual"
2321,"Freaked","Manual"
2322,"Freddy vs. Jason","Manual"
2323,"Freddy vs. Jason","Manual"
2324,"Freddy vs. Jason","Manual"
2325,"Freddy vs. Jason","Manual"
2326,"Freddy vs. Jason","Manual"
2327,"Freddy vs. Jason","Manual"
2328,"The French Connection","Manual"
2329,"The French Connection","Manual"
2330,"The French Connection","Manual"
2331,"Frequency","Manual"
2332,"Frequency","Manual"
2333,"Friday the 13th","Manual"
2334,"Friday the 13th","Manual"
2335,"Friday the 13th Part VIII: Jason Takes Manhattan","Manual"
2336,"Fright Night","Manual"
2337,"Fright Night (1985)","Manual"
2338,"From Dusk Till Dawn","Manual"
2339,"From Dusk Till Dawn","Manual"
2340,"From Here to Eternity","Manual"
2341,"Frozen","Manual"
2342,"Frozen","Manual"
2343,"Frozen (Disney)","Manual"
2344,"Frozen River","Manual"
2345,"Frozen River","Manual"
2346,"Fruitvale Station","Manual"
2347,"The Fugitive","Manual"
2348,"The Fugitive","Manual"
2349,"The Fugitive","Manual"
2350,"Full Metal Jacket","Manual"
2351,"Full Metal Jacket","Manual"
2352,"Funny People","Manual"
2353,"Funny People","Manual"
2354,"Fury","Manual"
2355,"G.I. Jane","Manual"
2356,"G.I. Jane","Manual"
2357,"G.I. Joe: The Rise of Cobra","Manual"
2358,"Game 6","Manual"
2359,"Game 6","Manual"
2360,"Game 6","Manual"
2361,"The Game","Manual"
2362,"The Game","Manual"
2363,"The Game","Manual"
2364,"Gamer","Manual"
2365,"Gamer","Manual"
2366,"Gandhi","Manual"
2367,"Gandhi","Manual"
2368,"Gandhi","Manual"
2369,"Gandhi","Manual"
2370,"Gang Related","Manual"
2371,"Gang Related","Manual"
2372,"Gangs of New York","Manual"
2373,"Gangs of New York","Manual"
2374,"Garden State","Manual"
2375,"Garden State","Manual"
2376,"Gattaca","Manual"
2377,"Gattaca","Manual"
2378,"Gattaca","Manual"
2379,"Get Carter","Manual"
2380,"Get Carter","Manual"
2381,"Get Carter","Manual"
2382,"Get Low","Manual"
2383,"Get Low","Manual"
2384,"Get Shorty","Manual"
2385,"Get Shorty","Manual"
2386,"The Getaway","Manual"
2387,"The Getaway","Manual"
2388,"The Getaway","Manual"
2389,"Ghost","Manual"
2390,"Ghost","Manual"
2391,"The Ghost and the Darkness","Manual"
2392,"The Ghost and the Darkness","Manual"
2393,"The Ghost and the Darkness","Manual"
2394,"Ghost Rider","Manual"
2395,"Ghost Rider","Manual"
2396,"Ghost Ship","Manual"
2397,"Ghost Ship","Manual"
2398,"Ghost Ship","Manual"
2399,"Ghost World","Manual"
2400,"Ghost World","Manual"
2401,"Ghost World","Manual"
2402,"Ghostbusters","Manual"
2403,"Ghostbusters","Manual"
2404,"Ghostbusters","Manual"
2405,"Ghostbusters 2","Manual"
2406,"Ginger Snaps","Manual"
2407,"The Girl with the Dragon Tattoo","Manual"
2408,"Gladiator","Manual"
2409,"Gladiator","Manual"
2410,"Gladiator","Manual"
2411,"Gladiator","Manual"
2412,"Glengarry Glen Gross","Manual"
2413,"Go","Manual"
2414,"Go","Manual"
2415,"Go","Manual"
2416,"Godfather","Manual"
2417,"Godfather Part II","Manual"
2418,"The Godfather Part III","Manual"
2419,"Gods and Monsters","Manual"
2420,"Gods and Monsters","Manual"
2421,"Gods and Monsters","Manual"
2422,"Godzilla","Manual"
2423,"Godzilla","Manual"
2424,"Godzilla","Manual"
2425,"Gone in 60 Seconds","Manual"
2426,"The Good Girl","Manual"
2427,"Good Will Hunting","Manual"
2428,"Good Will Hunting","Manual"
2429,"Goodfellas","Manual"
2430,"Gothika","Manual"
2431,"Gothika","Manual"
2432,"The Graduate","Manual"
